id,id,host_id,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,reviews_per_month,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms
9.289e+17,9.289e+17,409896171,39.47306952,-0.350387343,6.0,1.0,3.0,4.0,85.0,4.0,20.0,2.0,4.0,20,20,4.0,20.0,9,17,22,139,15.0,6.0,0.0,0.64,4.4,4.53,4.0,4.67,4.8,4.67,4.29,1.0,1.0,0.0,0.0
9.28944e+17,9.28944e+17,44450805,39.463709,-0.3327482,3.0,1.0,1.0,2.0,90.0,4.0,365.0,1.0,4.0,1125,1125,4.0,1125.0,3,6,9,19,24.0,1.0,0.0,1.02,4.96,4.88,5.0,4.96,4.92,4.92,4.92,4.7,2.9,0.0,0.0
9.28957e+17,9.28957e+17,44450805,39.46474279,-0.331818888,3.0,1.0,1.0,2.0,135.0,4.0,365.0,1.0,4.0,1125,1125,4.0,1125.0,1,7,20,23,18.0,0.0,0.0,0.76,4.61,4.89,4.44,4.89,4.78,4.5,4.61,4.7,2.9,0.0,0.0
9.28971e+17,9.28971e+17,523904713,39.4946339,-0.3704411,2.0,1.0,1.0,1.0,41.0,1.0,365.0,1.0,1.0,365,365,1.0,365.0,29,59,89,364,0.0,0.0,0.0,0.0,4.7,4.8,4.7,4.8,4.8,4.7,4.6,1.0,0.0,1.0,0.0
9.28992e+17,9.28992e+17,104520761,39.48016,-0.35471,6.0,1.0,1.4,2.0,104.0,2.0,365.0,1.0,3.0,365,365,2.2,365.0,7,17,22,22,11.0,5.0,0.0,0.48,4.73,4.82,4.73,4.91,4.73,4.73,4.73,8.0,6.0,2.0,0.0
9.28997e+17,9.28997e+17,57850714,39.46372475,-0.370198824,2.0,1.0,1.0,1.0,166.0,2.0,45.0,2.0,2.0,1125,1125,2.0,1125.0,2,32,45,45,8.0,6.0,0.0,0.35,4.88,4.88,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0
9.29031e+17,9.29031e+17,44450805,39.46468,-0.33362,4.0,1.0,1.0,2.0,110.0,4.0,365.0,1.0,4.0,1125,1125,4.0,1125.0,6,13,15,22,36.0,4.0,0.0,1.54,4.72,4.81,4.78,4.94,4.67,4.72,4.64,4.7,2.9,0.0,0.0
9.29035e+17,9.29035e+17,44450805,39.46452,-0.33161,4.0,1.0,1.0,2.0,104.0,4.0,365.0,1.0,4.0,1125,1125,3.9,1125.0,3,10,17,24,14.0,0.0,0.0,0.61,4.64,4.71,4.64,4.64,4.71,4.57,4.14,4.7,2.9,0.0,0.0
9.29049e+17,9.29049e+17,523931830,39.45425,-0.35852,4.0,1.0,2.0,3.0,140.0,7.0,30.0,7.0,7.0,30,30,7.0,30.0,3,7,31,31,43.0,0.0,0.0,1.81,4.93,4.91,4.79,4.88,5.0,4.91,4.81,1.0,1.0,0.0,0.0
9.29061e+17,9.29061e+17,507843976,39.47289,-0.38323,2.0,1.0,1.0,1.0,96.0,3.0,365.0,3.0,3.0,365,365,3.0,365.0,29,59,89,270,0.0,0.0,0.0,0.0,4.7,4.8,4.7,4.8,4.8,4.7,4.6,16.0,3.0,0.3,0.0
9.29566e+17,9.29566e+17,12044109,39.4761776,-0.3773415,6.0,1.0,3.0,3.0,70.0,1.0,242.2,1.9,4.7,1125,1125,4.0,1125.0,0,25,32,253,17.0,5.0,0.0,0.74,4.94,4.88,4.88,4.24,4.53,5.0,5.0,4.7,2.9,0.0,0.0
9.29592e+17,9.29592e+17,391856951,39.45381205,-0.358110449,4.0,1.0,2.0,2.0,123.0,11.0,365.0,1.9,11.0,365,365,11.0,365.0,1,11,36,126,9.0,1.0,0.0,0.4,4.56,4.67,4.33,4.78,4.56,4.89,4.33,7.0,7.0,0.0,0.0
9.29666e+17,9.29666e+17,524083689,39.47085889,-0.378440048,5.0,1.0,3.0,3.0,97.0,1.0,242.2,1.0,11.0,11,1125,4.7,727.6,7,37,67,142,6.0,4.0,0.0,0.28,4.17,4.33,4.33,4.5,4.5,4.67,4.0,1.0,1.0,0.0,0.0
9.30091e+17,9.30091e+17,518331880,39.46716,-0.32933,4.0,1.0,3.0,3.0,84.0,1.0,242.2,1.0,12.0,12,1125,10.8,271.7,12,14,41,316,14.0,8.0,0.0,0.64,4.29,4.64,4.21,4.86,4.86,4.64,4.07,3.0,3.0,0.0,0.0
9.30926e+17,9.30926e+17,13655208,39.47255,-0.37559,4.0,1.0,2.0,4.0,149.0,4.0,365.0,2.0,5.0,365,365,3.7,365.0,8,15,30,257,52.0,22.0,2.0,2.21,4.54,4.44,4.29,4.87,4.88,4.96,4.44,2.0,2.0,0.0,0.0
9.31004e+17,9.31004e+17,524447180,39.46746,-0.33504,1.0,1.0,1.0,1.0,45.0,1.0,365.0,1.0,1.0,365,365,1.0,365.0,29,59,89,364,3.0,0.0,0.0,0.13,5.0,4.67,5.0,5.0,4.67,5.0,4.67,1.0,0.0,1.0,0.0
9.3102e+17,9.3102e+17,36190892,39.46353,-0.34118,2.0,1.0,1.0,1.0,70.0,3.2,180.0,1.9,4.7,180,180,4.0,180.0,0,1,31,121,3.0,1.0,0.0,0.14,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0
9.31255e+17,9.31255e+17,9016625,39.45598,-0.37417,5.0,1.0,3.0,3.0,71.0,2.0,30.0,1.0,1.0,1125,1125,1.0,1125.0,6,9,27,74,128.0,10.1,4.0,1.2,4.8,4.86,4.81,4.91,4.91,4.58,4.73,9.0,9.0,0.0,0.0
9.31746e+17,9.31746e+17,5946580,39.4855495,-0.365421139,6.0,1.0,3.0,3.0,114.0,5.0,365.0,5.0,5.0,365,365,5.0,365.0,19,38,51,155,1.0,0.0,0.0,0.05,4.7,4.8,4.7,4.8,4.8,4.7,4.6,4.7,2.9,0.0,0.0
9.32282e+17,9.32282e+17,500343338,39.46466,-0.37072,2.0,1.0,1.0,1.0,55.0,11.0,365.0,1.9,11.0,1125,1125,11.0,1125.0,29,59,89,270,22.0,6.0,1.0,0.97,4.23,4.36,4.0,4.73,4.59,4.68,4.05,4.7,2.9,1.0,0.0
9.3233e+17,9.3233e+17,13131561,39.46563344,-0.344633348,4.0,1.0,1.0,2.0,65.0,3.2,200.0,1.9,4.7,1125,1125,4.0,1125.0,29,59,89,269,5.0,2.0,0.0,0.22,5.0,4.8,4.8,5.0,5.0,4.8,4.2,1.0,1.0,0.0,0.0
9.3234e+17,9.3234e+17,9016625,39.455371,-0.373403,4.0,1.0,2.0,2.0,73.0,2.0,20.0,1.0,1.0,1125,1125,1.0,1125.0,7,17,44,87,102.0,10.1,3.0,4.34,4.69,4.8,4.8,4.87,4.86,4.51,4.65,9.0,9.0,0.0,0.0
9.3237e+17,9.3237e+17,524803486,39.46955,-0.35365,1.0,1.0,1.0,1.0,39.0,1.0,365.0,1.0,1.0,365,365,1.0,365.0,29,59,89,363,0.0,0.0,0.0,0.0,4.7,4.8,4.7,4.8,4.8,4.7,4.6,1.0,0.0,1.0,0.0
9.32382e+17,9.32382e+17,524806754,39.46792,-0.33683,4.0,1.0,2.0,2.0,104.0,1.0,365.0,1.9,4.7,999,999,4.0,999.0,0,0,0,0,10.0,6.0,0.0,0.43,4.4,4.5,4.3,4.9,4.9,4.8,4.2,1.0,1.0,0.0,0.0
9.32531e+17,9.32531e+17,325570133,39.47434776,-0.386977768,2.0,1.0,1.0,1.0,53.0,5.0,365.0,5.0,11.0,1125,1125,9.6,1125.0,11,11,11,108,35.0,19.0,0.0,1.53,4.91,4.94,4.86,4.91,4.91,4.86,4.8,4.7,2.9,1.0,0.0
9.32537e+17,9.32537e+17,462802151,39.47306782,-0.354776792,2.0,1.0,1.0,1.0,50.0,2.0,30.0,2.0,2.0,30,30,2.0,30.0,8,17,40,205,80.0,35.0,2.0,3.46,4.86,4.76,4.83,4.88,4.89,4.85,4.71,1.0,0.0,1.0,0.0
9.33073e+17,9.33073e+17,400448714,39.46127,-0.3646,2.0,1.0,1.0,1.0,32.0,3.2,335.0,1.9,15.0,335,335,15.0,335.0,0,0,0,201,0.0,0.0,0.0,0.0,4.7,4.8,4.7,4.8,4.8,4.7,4.6,4.7,11.0,0.3,0.0
9.33097e+17,9.33097e+17,400448714,39.45996979,-0.362400937,2.0,1.0,1.0,2.0,104.0,3.2,335.0,1.9,15.0,335,335,15.0,335.0,29,59,89,334,1.0,1.0,0.0,0.08,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.7,11.0,0.3,0.0
9.33107e+17,9.33107e+17,400448714,39.46175824,-0.362466435,2.0,1.0,1.0,1.0,32.0,3.2,335.0,1.9,15.0,335,335,15.0,335.0,20,50,80,325,0.0,0.0,0.0,0.0,4.7,4.8,4.7,4.8,4.8,4.7,4.6,4.7,11.0,0.3,0.0
9.33114e+17,9.33114e+17,400448714,39.45975308,-0.362940055,2.0,1.0,1.0,1.0,35.0,3.2,335.0,1.9,15.0,335,335,15.0,335.0,26,56,86,331,0.0,0.0,0.0,0.0,4.7,4.8,4.7,4.8,4.8,4.7,4.6,4.7,11.0,0.3,0.0
9.33133e+17,9.33133e+17,400448714,39.46175,-0.36412,2.0,1.0,1.0,2.0,104.0,3.2,335.0,1.9,15.0,335,335,15.0,335.0,0,8,38,313,1.0,0.0,0.0,0.07,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.7,11.0,0.3,0.0
9.33138e+17,9.33138e+17,400448714,39.46165,-0.36314,2.0,1.0,1.0,1.0,37.0,3.2,335.0,1.9,15.0,335,335,15.0,335.0,16,36,36,281,2.0,1.0,0.0,0.11,5.0,5.0,5.0,5.0,4.5,5.0,5.0,4.7,11.0,0.3,0.0
9.33156e+17,9.33156e+17,400448714,39.45951152,-0.363171686,2.0,1.0,1.0,2.0,104.0,3.2,335.0,1.9,15.0,335,335,15.0,335.0,16,36,36,281,1.0,0.0,0.0,0.08,4.0,5.0,4.7,4.0,4.8,5.0,4.0,4.7,11.0,0.3,0.0
9.33165e+17,9.33165e+17,400448714,39.45974201,-0.363121762,2.0,1.0,1.0,1.0,31.0,3.2,335.0,1.9,15.0,335,335,15.0,335.0,0,0,0,263,2.0,0.0,0.0,0.1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.7,11.0,0.3,0.0
9.3319e+17,9.3319e+17,45522348,39.48227,-0.37646,2.0,1.0,1.0,1.0,111.0,2.0,242.2,2.0,2.0,183,183,2.0,183.0,6,28,40,40,81.0,10.1,3.0,4.15,4.69,4.81,4.78,4.77,4.89,4.65,4.53,8.0,8.0,0.0,0.0
9.33236e+17,9.33236e+17,400448714,39.45973033,-0.36432579,2.0,1.0,1.0,1.0,62.0,3.2,335.0,1.9,15.0,335,335,15.0,335.0,0,9,9,223,4.0,1.0,0.0,0.18,5.0,5.0,4.75,4.75,5.0,5.0,4.75,4.7,11.0,0.3,0.0
9.33244e+17,9.33244e+17,400448714,39.45954,-0.36444,2.0,1.0,1.0,2.0,104.0,3.2,335.0,1.9,15.0,335,335,15.0,335.0,1,19,31,193,2.0,1.0,0.0,0.09,5.0,5.0,5.0,4.5,5.0,5.0,5.0,4.7,11.0,0.3,0.0
9.33252e+17,9.33252e+17,400448714,39.4602,-0.36458,2.0,1.0,1.0,1.0,62.0,3.2,335.0,1.9,15.0,335,335,15.0,335.0,0,1,10,197,4.0,4.0,0.0,0.34,5.0,5.0,5.0,4.75,5.0,4.75,4.75,4.7,11.0,0.3,0.0
9.3328e+17,9.3328e+17,400448714,39.47351832,-0.377742544,1.0,1.0,1.0,2.0,104.0,3.2,335.0,1.9,15.0,335,335,15.0,335.0,5,28,58,333,0.0,0.0,0.0,0.0,4.7,4.8,4.7,4.8,4.8,4.7,4.6,4.7,11.0,0.3,0.0
9.33295e+17,9.33295e+17,400448714,39.47408,-0.37917,1.0,1.0,1.0,1.0,60.0,3.2,335.0,1.9,15.0,335,335,15.0,335.0,15,45,75,350,1.0,1.0,0.0,0.09,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.7,11.0,0.3,0.0
9.33327e+17,9.33327e+17,5946580,39.48477,-0.35985,6.0,1.0,1.4,4.0,129.0,5.0,365.0,5.0,5.0,365,365,5.0,365.0,0,18,31,111,4.0,2.0,0.0,0.18,4.25,4.5,4.25,4.75,4.5,4.0,4.25,4.7,2.9,0.0,0.0
9.3333e+17,9.3333e+17,5946580,39.48317181,-0.359847484,3.3,1.0,1.4,5.0,160.0,5.0,365.0,5.0,5.0,365,365,5.0,365.0,9,22,35,117,5.0,3.0,0.0,0.22,4.6,5.0,4.8,5.0,5.0,4.2,4.8,4.7,2.9,0.0,0.0
9.3336e+17,9.3336e+17,522424513,39.47142727,-0.3277511,6.0,1.0,0.0,4.0,172.0,1.0,365.0,1.0,1.0,365,365,1.0,365.0,12,20,31,288,78.0,44.0,4.0,3.37,4.87,4.72,4.76,4.97,4.97,4.86,4.69,1.0,1.0,0.0,0.0
9.33386e+17,9.33386e+17,439630774,39.44329508,-0.390208085,3.0,1.0,1.0,2.0,75.0,2.0,365.0,2.0,4.0,365,365,2.1,365.0,4,11,41,313,75.0,27.0,2.0,3.2,4.81,4.84,4.84,4.83,4.93,4.21,4.55,16.0,16.0,0.0,0.0
9.33417e+17,9.33417e+17,439630774,39.44471,-0.3904,3.0,1.0,1.0,2.0,92.0,2.0,365.0,2.0,4.0,365,365,2.1,365.0,16,38,68,340,57.0,26.0,4.0,2.46,4.82,4.86,4.81,4.93,4.91,4.28,4.58,16.0,16.0,0.0,0.0
9.33673e+17,9.33673e+17,5946580,39.47773,-0.38263,3.3,1.0,1.4,6.0,145.0,5.0,365.0,5.0,5.0,365,365,5.0,365.0,19,35,48,128,5.0,3.0,0.0,0.22,3.6,4.8,3.4,4.8,4.8,4.6,3.2,4.7,2.9,0.0,0.0
9.33676e+17,9.33676e+17,525180316,39.46833887,-0.367032481,4.0,1.0,3.0,3.0,210.0,11.0,300.0,1.9,10.0,300,300,10.0,300.0,27,43,73,111,11.0,4.0,0.0,0.48,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0
9.33679e+17,9.33679e+17,5946580,39.4694,-0.37511,3.3,1.0,1.4,2.1,168.0,10.0,365.0,1.9,10.0,365,365,10.0,365.0,16,26,35,35,3.0,3.0,0.0,0.28,4.0,4.0,4.0,4.33,4.8,5.0,4.67,4.7,2.9,0.0,0.0
9.33688e+17,9.33688e+17,5946580,39.4763991,-0.383673531,6.0,1.0,1.4,2.0,104.0,5.0,365.0,5.0,5.0,365,365,5.0,365.0,19,49,62,142,3.0,2.0,0.0,0.13,4.0,3.67,3.33,4.33,4.67,4.67,3.67,4.7,2.9,0.0,0.0
9.33696e+17,9.33696e+17,5946580,39.47811199,-0.382076599,7.0,1.0,1.4,5.0,96.0,10.0,365.0,5.0,10.0,365,365,9.2,365.0,0,10,18,100,4.0,1.0,0.0,0.17,3.75,4.0,4.7,4.5,4.75,4.75,4.25,4.7,2.9,0.0,0.0
9.33942e+17,9.33942e+17,520388182,39.48422,-0.38071,1.0,1.0,1.0,1.0,45.0,1.0,5.0,1.0,1.0,5,5,1.0,5.0,29,59,89,364,1.0,0.0,0.0,0.04,4.7,4.0,4.7,5.0,5.0,5.0,4.6,1.0,0.0,1.0,0.0
9.33942e+17,9.33942e+17,525226402,39.45760131,-0.389456414,2.0,1.0,0.0,1.0,32.0,1.0,15.0,1.0,1.0,15,15,1.0,15.0,0,1,31,31,44.0,11.0,0.0,1.88,4.93,5.0,4.93,4.89,4.89,4.84,4.75,1.0,0.0,1.0,0.0
9.33971e+17,9.33971e+17,22730671,39.47550449,-0.352509363,4.0,1.0,3.0,3.0,100.0,2.0,28.0,1.0,3.0,28,28,2.1,28.0,5,10,16,16,11.0,7.0,0.0,0.48,4.82,4.82,4.91,4.91,4.91,4.55,4.64,4.0,4.0,0.0,0.0
9.34066e+17,9.34066e+17,525284141,39.47915896,-0.32579311,3.3,1.0,1.4,5.0,101.4,7.0,30.0,7.0,7.0,30,30,7.0,30.0,27,29,42,42,1.0,1.0,0.0,0.1,4.0,4.0,4.7,5.0,5.0,4.7,4.6,1.0,1.0,0.0,0.0
9.34141e+17,9.34141e+17,461479865,39.47133052,-0.340674146,2.0,1.0,1.0,1.0,27.0,3.2,365.0,1.9,4.7,365,365,4.0,365.0,28,58,88,269,0.0,0.0,0.0,0.0,4.7,4.8,4.7,4.8,4.8,4.7,4.6,3.0,1.0,2.0,0.0
9.34557e+17,9.34557e+17,478228773,39.48072219,-0.328155095,1.0,1.0,1.0,1.0,41.0,2.0,45.0,2.0,2.0,45,45,2.0,45.0,11,16,26,104,105.0,10.1,5.0,4.59,4.94,4.93,4.92,4.97,4.96,4.84,4.91,1.0,0.0,1.0,0.0
9.34771e+17,9.34771e+17,524635391,39.46519556,-0.373452561,5.0,1.0,2.0,0.0,73.0,11.0,365.0,1.9,11.0,365,365,11.0,365.0,7,24,42,132,8.0,1.0,0.0,0.36,4.25,4.63,4.63,5.0,5.0,5.0,3.75,7.0,7.0,0.0,0.0
9.35174e+17,9.35174e+17,402166205,39.46570733,-0.330168663,2.0,1.0,1.0,1.0,69.0,11.0,365.0,1.9,11.0,365,365,11.0,365.0,18,48,78,79,0.0,0.0,0.0,0.0,4.7,4.8,4.7,4.8,4.8,4.7,4.6,1.0,1.0,0.0,0.0
9.35199e+17,9.35199e+17,340227369,39.4555525,-0.3604067,3.3,1.0,2.0,2.1,219.0,2.0,10.0,2.0,2.0,10,10,2.0,10.0,16,22,52,139,9.0,7.0,0.0,0.42,4.89,4.78,4.78,4.78,4.89,4.56,4.67,1.0,1.0,0.0,0.0
9.35242e+17,9.35242e+17,218278585,39.47529874,-0.379219946,2.0,1.0,1.0,1.0,79.0,3.0,30.0,3.0,3.0,30,30,3.0,30.0,3,14,35,88,54.0,25.0,2.0,2.38,4.89,4.83,4.83,4.91,4.94,4.94,4.74,1.0,0.0,1.0,0.0
9.35313e+17,9.35313e+17,186431989,39.46723013,-0.385122102,3.0,1.0,2.0,2.0,81.0,3.2,365.0,7.0,4.7,1125,1125,4.0,1125.0,7,7,32,307,13.0,10.0,0.0,0.59,4.69,4.77,4.54,4.46,4.85,4.77,4.54,2.0,2.0,0.0,0.0
9.35431e+17,9.35431e+17,405184407,39.46371218,-0.372613755,1.0,1.0,1.0,5.0,115.0,6.0,40.0,6.0,6.0,40,40,6.0,40.0,29,59,89,364,0.0,0.0,0.0,0.0,4.7,4.8,4.7,4.8,4.8,4.7,4.6,1.0,0.0,1.0,0.0
9.3546e+17,9.3546e+17,123160301,39.4767903,-0.3276339,5.0,1.0,3.0,4.0,104.0,3.2,185.0,1.0,4.7,1125,1125,8.6,1125.0,0,0,30,43,7.0,3.0,0.0,0.35,4.14,4.57,3.86,4.43,4.14,4.57,4.57,4.7,2.9,0.0,0.0
9.35568e+17,9.35568e+17,488881832,39.47155197,-0.345857372,1.0,1.0,1.0,1.0,33.0,2.0,90.0,2.0,2.0,1125,1125,2.0,1125.0,11,41,71,251,32.0,20.0,2.0,1.4,4.59,4.59,4.69,4.69,4.75,4.66,4.5,4.0,0.0,0.3,0.0
9.35987e+17,9.35987e+17,9016625,39.466713,-0.388053,3.0,1.0,1.0,1.0,72.0,2.0,90.0,1.0,1.0,1125,1125,1.0,1125.0,6,9,37,80,102.0,10.1,5.0,4.44,4.83,4.8,4.84,4.8,4.95,4.58,4.7,9.0,9.0,0.0,0.0
9.36059e+17,9.36059e+17,525818748,39.4838477,-0.369830152,4.0,1.0,3.0,3.0,126.0,1.0,365.0,1.9,4.7,999,999,4.0,999.0,10,19,49,154,14.0,9.0,1.0,0.64,5.0,4.71,5.0,5.0,5.0,5.0,4.71,1.0,1.0,0.0,0.0
9.36093e+17,9.36093e+17,523294694,39.46493226,-0.380695983,2.0,1.0,1.0,1.0,56.0,1.0,365.0,1.0,1.0,365,365,1.0,365.0,0,0,0,8,31.0,19.0,1.0,1.53,4.87,4.74,4.68,4.74,4.84,4.87,4.65,2.0,0.0,2.0,0.0
9.36165e+17,9.36165e+17,525855058,39.4933,-0.37636,2.0,1.0,1.0,1.0,40.0,1.0,365.0,1.0,1.0,365,365,1.0,365.0,29,59,89,364,0.0,0.0,0.0,0.0,4.7,4.8,4.7,4.8,4.8,4.7,4.6,1.0,0.0,1.0,0.0
9.36309e+17,9.36309e+17,49102905,39.46194,-0.33216,1.0,1.0,1.0,1.0,75.0,3.2,90.0,2.0,2.0,90,90,2.0,90.0,1,1,2,264,25.0,3.0,1.0,1.07,4.84,4.88,4.96,4.88,4.76,4.8,4.76,3.0,0.0,0.3,0.0
9.36548e+17,9.36548e+17,525955914,39.4601279,-0.3350489,2.0,1.0,1.0,1.0,107.0,1.0,365.0,1.0,1.0,365,365,1.0,365.0,27,57,87,218,26.0,15.0,1.0,1.12,4.08,3.92,4.12,4.73,4.46,4.42,3.96,4.0,0.0,0.3,0.0
9.36575e+17,9.36575e+17,525955914,39.4601279,-0.3350489,2.0,1.0,1.0,2.0,104.0,1.0,365.0,1.0,1.0,365,365,1.0,365.0,26,55,84,218,2.0,0.0,0.0,0.12,4.7,4.8,4.7,4.8,4.8,4.7,4.6,4.0,0.0,0.3,0.0
9.36779e+17,9.36779e+17,526009337,39.46507357,-0.332595744,4.0,1.0,3.0,3.0,152.0,3.0,365.0,1.0,3.0,365,365,3.0,365.0,6,13,34,210,12.0,12.0,1.0,1.08,4.42,4.58,4.42,4.42,4.5,4.42,4.25,1.0,1.0,0.0,0.0
9.37051e+17,9.37051e+17,49102905,39.46323,-0.33147,1.0,1.0,1.0,1.0,61.0,3.2,90.0,1.9,4.7,90,90,4.0,90.0,10,33,46,315,10.0,2.0,0.0,0.43,4.8,5.0,5.0,4.9,4.9,4.8,4.9,3.0,0.0,0.3,0.0
9.37481e+17,9.37481e+17,525259317,39.47471338,-0.376945127,2.0,1.0,1.0,1.0,113.0,4.0,10.0,2.0,5.0,10,10,4.1,10.0,9,20,49,311,56.0,31.0,3.0,2.43,4.71,4.79,4.66,4.88,4.8,4.95,4.66,1.0,1.0,0.0,0.0
9.37509e+17,9.37509e+17,182014684,39.45932086,-0.337187169,2.0,1.0,1.0,2.0,104.0,2.0,14.0,2.0,2.0,14,14,2.0,14.0,0,0,0,0,7.0,7.0,0.0,0.63,4.71,4.86,4.71,4.86,5.0,4.86,4.86,1.0,0.0,1.0,0.0
9.37524e+17,9.37524e+17,413558416,39.47193926,-0.384702016,2.0,1.0,1.0,1.0,73.0,1.0,365.0,1.0,1.0,365,365,1.0,365.0,28,58,88,360,3.0,0.0,0.0,0.13,5.0,4.67,5.0,4.67,5.0,4.67,4.67,1.0,0.0,1.0,0.0
9.37652e+17,9.37652e+17,468160505,39.4800408,-0.3272334,6.0,1.0,3.0,4.0,153.0,3.0,700.0,1.0,6.0,700,700,3.7,700.0,4,5,17,247,23.3,10.1,1.0,1.2,4.87,4.85,4.83,4.88,4.97,4.67,4.83,2.0,2.0,0.0,0.0
9.3771e+17,9.3771e+17,526314074,39.49513749,-0.367904864,2.0,1.0,1.0,2.0,37.0,1.0,365.0,1.0,1.0,365,365,1.0,365.0,29,59,89,269,0.0,0.0,0.0,0.0,4.7,4.8,4.7,4.8,4.8,4.7,4.6,1.0,0.0,1.0,0.0
9.37728e+17,9.37728e+17,216006162,39.48272,-0.32814,4.0,1.0,3.0,3.0,160.0,2.0,242.2,1.0,2.0,1125,1125,2.0,1125.0,10,18,31,37,56.0,29.0,5.0,2.45,4.64,4.7,4.59,4.61,4.71,4.59,4.54,1.0,1.0,0.0,0.0
9.38032e+17,9.38032e+17,5946580,39.4766289,-0.3902641,3.3,1.0,1.4,6.0,145.0,5.0,365.0,5.0,5.0,365,365,5.0,365.0,0,7,12,94,4.0,2.0,0.0,0.18,4.5,4.75,4.0,4.5,5.0,4.25,5.0,4.7,2.9,0.0,0.0
9.38038e+17,9.38038e+17,5946580,39.4834817,-0.3573366,6.0,1.0,1.4,4.0,105.0,5.0,365.0,5.0,5.0,365,365,5.0,365.0,0,16,29,111,3.0,2.0,0.0,0.13,4.67,5.0,5.0,5.0,5.0,4.67,4.67,4.7,2.9,0.0,0.0
9.38095e+17,9.38095e+17,526271129,39.4513295,-0.3326913,6.0,1.0,3.0,5.0,94.0,4.0,365.0,2.0,11.0,365,365,10.0,365.0,9,12,29,281,23.0,11.0,1.0,0.99,4.7,4.74,4.83,4.74,4.83,4.39,4.48,1.0,1.0,0.0,0.0
9.38099e+17,9.38099e+17,526423958,39.4573896,-0.3722214,4.0,1.0,1.0,1.0,128.0,1.0,120.0,1.0,5.0,10,10,1.7,10.0,7,27,33,44,10.0,8.0,0.0,0.43,4.7,4.7,4.8,4.9,4.7,4.8,4.6,1.0,1.0,0.0,0.0
9.38111e+17,9.38111e+17,407058901,39.46349029,-0.330229427,3.0,1.0,1.0,2.0,104.0,2.0,242.2,1.0,2.0,1125,1125,2.0,1125.0,6,12,16,198,36.0,15.0,1.0,1.63,4.53,4.72,4.69,4.78,4.89,4.75,4.28,4.0,4.0,0.0,0.0
9.38123e+17,9.38123e+17,514226051,39.47948,-0.37916,2.0,1.0,1.0,2.0,104.0,3.2,60.0,1.9,20.0,60,60,4.0,60.0,3,3,3,3,2.0,1.0,0.0,0.09,5.0,4.5,4.5,5.0,5.0,5.0,4.5,13.0,13.0,0.0,0.0
9.38172e+17,9.38172e+17,439630774,39.44471,-0.39042,3.0,1.0,1.0,1.0,82.0,2.0,365.0,2.0,4.0,365,365,2.1,365.0,22,46,76,347,69.0,30.0,2.0,2.98,4.68,4.78,4.8,4.9,4.91,4.09,4.48,16.0,16.0,0.0,0.0
9.38274e+17,9.38274e+17,439630774,39.44357,-0.39044,3.0,1.0,1.0,2.0,75.0,2.0,365.0,2.0,4.0,365,365,2.1,365.0,12,22,52,324,89.0,44.0,5.0,3.83,4.82,4.82,4.91,4.81,4.85,4.13,4.6,16.0,16.0,0.0,0.0
9.38349e+17,9.38349e+17,4342998,39.48476873,-0.386044126,4.0,1.0,3.0,3.0,52.0,3.2,365.0,1.9,4.7,365,365,4.0,365.0,9,28,58,58,0.0,0.0,0.0,0.0,4.7,4.8,4.7,4.8,4.8,4.7,4.6,1.0,1.0,0.0,0.0
9.38378e+17,9.38378e+17,406888985,39.4565965,-0.3829099,2.0,1.0,1.0,1.0,70.0,2.0,242.2,2.0,2.0,1125,1125,2.0,1125.0,14,22,32,288,77.0,41.0,2.0,3.48,4.96,4.97,4.99,4.92,4.92,4.57,4.81,1.0,0.0,1.0,0.0
9.38794e+17,9.38794e+17,427308920,39.45788,-0.36942,2.0,1.0,1.0,1.0,110.0,3.0,365.0,1.0,4.0,365,365,3.1,365.0,4,11,17,89,83.0,37.0,3.0,3.6,4.84,4.93,4.88,4.94,4.96,4.75,4.69,9.0,9.0,0.0,0.0
9.38802e+17,9.38802e+17,23071733,39.46051,-0.35977,6.0,1.0,3.0,6.0,139.0,3.2,365.0,2.0,21.0,365,365,16.9,365.0,5,7,21,64,48.0,32.0,0.0,2.11,4.85,4.83,4.83,4.96,4.88,4.77,4.79,11.0,11.0,0.0,0.0
9.38926e+17,9.38926e+17,519197871,39.4759172,-0.3264236,4.0,1.0,2.0,3.0,80.0,1.0,365.0,1.0,1.0,365,365,1.0,365.0,0,0,6,261,53.0,24.0,2.0,2.35,4.66,4.74,4.68,4.74,4.66,4.79,4.62,3.0,3.0,0.0,0.0
