id,id,host_id,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,reviews_per_month,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms
8977764.0,8977764.0,17767166,39.47626,-0.3817,3.3,1.0,1.4,5.0,101.4,3.0,242.2,3.0,3.0,1125,1125,3.0,1125.0,9,37,46,46,16.0,9.0,3.0,0.15,4.81,4.75,5.0,4.81,4.63,4.88,4.5,1.0,1.0,0.0,0.0
9010360.0,9010360.0,15700214,39.46516,-0.34237,6.0,1.0,2.0,4.0,149.0,2.0,242.2,1.0,2.0,1125,1125,2.0,1125.0,7,19,45,142,107.0,12.0,0.0,0.92,4.27,4.5,4.55,4.79,4.84,4.22,4.31,1.0,1.0,0.0,0.0
9018130.0,9018130.0,920336,39.46148,-0.36737,2.0,1.0,0.0,2.0,80.0,3.0,60.0,3.0,5.0,1125,1125,3.3,1125.0,20,50,80,253,23.3,5.0,1.0,1.54,4.42,4.61,4.54,4.79,4.77,4.8,4.45,4.0,4.0,0.0,0.0
9036507.0,9036507.0,16310327,39.46743,-0.32967,1.0,1.0,1.0,2.0,104.0,4.0,9.0,4.0,4.0,1125,1125,4.0,1125.0,0,0,3,184,95.0,8.0,0.0,0.91,4.76,4.87,4.4,4.81,4.86,4.83,4.78,2.0,1.0,1.0,0.0
9103409.0,9103409.0,43215793,39.46263,-0.37518,4.0,1.0,2.0,3.0,215.0,2.0,242.2,2.0,2.0,1125,1125,2.0,1125.0,14,29,59,318,23.3,39.0,1.0,3.05,4.8,4.87,4.9,4.81,4.84,4.89,4.78,1.0,1.0,0.0,0.0
9286274.0,9286274.0,48220663,39.45888,-0.37632,4.0,1.0,1.0,1.0,74.0,3.2,700.0,5.0,14.0,1125,1125,13.7,1125.0,6,16,46,46,23.3,16.0,0.0,2.54,4.79,4.83,4.85,4.87,4.92,4.84,4.69,1.0,1.0,0.0,0.0
9321220.0,9321220.0,8182088,39.47312,-0.3696,2.0,1.0,1.0,2.0,104.0,3.2,90.0,1.9,4.7,90,90,4.0,90.0,0,0,0,0,89.0,10.0,2.0,0.76,4.98,4.98,4.98,4.99,5.0,4.98,4.94,1.0,1.0,0.0,0.0
9359032.0,9359032.0,47456479,39.47538,-0.38572,3.0,1.0,1.0,3.0,77.0,1.0,10.0,1.0,1.0,10,10,1.0,10.0,4,8,12,62,23.3,10.1,0.0,1.2,4.66,4.81,4.72,4.83,4.89,4.85,4.68,1.0,1.0,0.0,0.0
9361605.0,9361605.0,48578830,39.4646,-0.38035,2.0,1.0,1.0,1.0,148.0,1.0,365.0,1.0,3.0,7,7,2.0,7.0,14,35,57,235,52.0,1.0,0.0,0.46,4.6,4.73,4.88,4.8,4.77,4.53,4.63,6.0,0.0,0.3,0.0
9507948.0,9507948.0,49269897,39.466831,-0.327374,6.0,1.0,3.0,5.0,141.0,2.0,10.0,2.0,2.0,10,10,2.0,10.0,4,8,13,167,23.3,10.1,1.0,2.82,4.89,4.94,4.87,4.87,4.94,4.83,4.86,3.0,3.0,0.0,0.0
9537245.0,9537245.0,7300084,39.46569,-0.34705,7.0,1.0,1.4,4.0,153.0,5.0,45.0,4.0,6.0,45,45,4.3,45.0,16,29,39,39,10.0,0.0,0.0,0.09,4.1,4.1,4.0,4.5,4.3,4.3,4.2,3.0,3.0,0.0,0.0
9537678.0,9537678.0,48578830,39.46435,-0.37956,1.0,1.0,1.0,1.0,95.0,1.0,365.0,1.0,3.0,7,7,2.0,7.0,10,32,47,227,84.0,6.0,0.0,0.74,4.83,4.83,4.9,4.92,4.9,4.78,4.72,6.0,0.0,0.3,0.0
9600750.0,9600750.0,2037083,39.45752,-0.36753,4.0,1.0,2.0,2.0,104.0,3.2,330.0,7.0,4.7,360,360,10.0,360.0,22,30,55,68,23.0,2.0,0.0,0.2,4.61,4.7,4.65,4.87,4.7,4.65,4.57,8.0,8.0,0.0,0.0
9632734.0,9632734.0,49818121,39.46715,-0.35127,2.0,1.0,1.0,2.0,33.0,1.0,15.0,1.0,1.0,15,15,1.0,15.0,0,0,0,0,6.0,0.0,0.0,0.05,4.67,4.83,5.0,5.0,5.0,4.67,4.67,1.0,0.0,1.0,0.0
9765224.0,9765224.0,50354698,39.47408,-0.38603,2.0,1.0,1.0,2.0,104.0,10.0,242.2,1.9,10.0,1125,1125,10.0,1125.0,5,7,7,7,23.3,12.0,1.0,2.0,4.7,4.84,4.83,4.92,4.9,4.9,4.67,1.0,1.0,0.0,0.0
9799540.0,9799540.0,14576807,39.47343,-0.38405,6.0,1.0,3.0,5.0,108.0,3.2,242.2,1.9,4.7,1125,1125,4.0,1125.0,5,5,5,48,23.3,12.0,2.0,1.33,4.83,4.89,4.72,4.94,4.94,4.92,4.8,1.0,1.0,0.0,0.0
9873323.0,9873323.0,50807303,39.47533,-0.37653,4.0,1.0,2.0,2.0,73.0,4.0,365.0,2.0,4.0,365,365,3.9,365.0,5,9,17,70,23.3,40.0,5.0,2.61,4.54,4.7,4.53,4.77,4.78,4.94,4.61,1.0,1.0,0.0,0.0
9896283.0,9896283.0,46653491,39.46258,-0.34542,6.0,1.0,3.0,4.0,146.0,2.0,242.2,2.0,5.0,1125,1125,2.9,1125.0,6,10,40,207,23.3,24.0,2.0,2.22,4.84,4.91,4.89,4.96,4.95,4.64,4.78,3.0,3.0,0.0,0.0
9936361.0,9936361.0,211991268,39.47975,-0.3799,6.0,1.0,3.0,4.0,167.0,1.0,365.0,2.0,4.7,10,999,15.5,470.6,13,30,60,158,23.3,23.0,0.0,2.72,4.47,4.62,4.31,4.72,4.74,4.78,4.44,4.7,2.9,0.0,0.0
9972202.0,9972202.0,937597,39.4721,-0.32842,3.0,1.0,3.0,4.0,85.0,11.0,60.0,1.9,11.0,60,60,11.0,60.0,6,28,38,38,30.0,11.0,0.0,0.28,4.63,4.73,4.5,4.77,4.83,4.73,4.5,3.0,1.0,2.0,0.0
9991305.0,9991305.0,51332767,39.46103,-0.35073,4.0,1.0,3.0,3.0,119.0,4.0,25.0,4.0,6.0,25,25,4.2,25.0,9,10,24,262,81.0,23.0,3.0,0.72,4.9,4.94,4.91,4.96,4.94,4.88,4.79,1.0,1.0,0.0,0.0
10051673.0,10051673.0,51585367,39.46059,-0.35009,4.0,1.0,2.0,3.0,132.0,3.0,720.0,3.0,3.0,1125,1125,3.0,1125.0,8,16,41,311,100.0,12.0,1.0,1.12,4.66,4.78,4.48,4.91,4.81,4.89,4.46,1.0,1.0,0.0,0.0
10064526.0,10064526.0,12524685,39.47601,-0.38086,6.0,1.0,2.0,2.0,198.0,3.0,242.2,3.0,3.0,1125,1125,3.0,1125.0,2,15,30,108,23.3,43.0,5.0,3.29,4.78,4.84,4.72,4.89,4.86,4.86,4.76,9.0,9.0,0.0,0.0
10069323.0,10069323.0,32614279,39.47492,-0.37727,2.0,1.0,1.0,2.0,104.0,1.0,242.2,1.0,1.0,1125,1125,1.0,1125.0,28,58,88,89,48.0,0.0,0.0,0.43,4.1,4.32,3.89,4.17,4.28,4.74,4.28,1.0,0.0,1.0,0.0
10135406.0,10135406.0,44676477,39.47413,-0.35362,4.0,1.0,2.0,3.0,143.0,3.0,730.0,3.0,6.0,730,730,3.3,730.0,5,17,32,146,86.0,12.0,2.0,0.89,4.98,4.97,4.98,4.96,4.98,4.79,4.89,1.0,1.0,0.0,0.0
10316611.0,10316611.0,32351061,39.46592,-0.32999,4.0,1.0,1.0,2.0,160.0,2.0,31.0,1.0,2.0,1125,1125,2.0,1125.0,8,13,22,48,23.3,10.1,2.0,4.28,4.8,4.82,4.74,4.9,4.89,4.72,4.73,1.0,1.0,0.0,0.0
10354931.0,10354931.0,11753060,39.47089,-0.34548,4.0,1.0,2.0,3.0,99.0,4.0,242.2,2.0,6.0,1125,1125,4.1,1125.0,9,16,31,191,23.3,10.1,1.0,3.32,4.74,4.81,4.68,4.87,4.9,4.61,4.63,2.0,2.0,0.0,0.0
10410346.0,10410346.0,53606338,39.45812,-0.36721,4.0,1.0,3.0,3.0,72.0,2.0,242.2,2.0,2.0,1125,1125,2.0,1125.0,1,4,14,231,23.3,10.1,1.0,1.17,4.57,4.72,4.43,4.78,4.91,4.67,4.61,1.0,1.0,0.0,0.0
10504183.0,10504183.0,15039481,39.46868,-0.37955,4.0,1.0,1.0,1.0,113.0,2.0,730.0,2.0,2.0,730,730,2.0,730.0,4,28,46,131,23.3,29.0,3.0,1.21,4.8,4.87,4.65,4.86,4.9,4.93,4.69,1.0,1.0,0.0,0.0
10589845.0,10589845.0,10959379,39.47708,-0.38135,3.0,1.0,1.0,2.0,129.0,2.0,20.0,3.0,3.0,10,10,3.0,10.0,8,12,20,32,113.0,14.0,1.0,1.03,4.73,4.81,4.68,4.89,4.85,4.93,4.68,5.0,5.0,0.0,0.0
10631603.0,10631603.0,35234406,39.4746,-0.34773,1.0,1.0,1.0,1.0,26.0,3.2,90.0,1.9,4.7,90,90,4.0,90.0,0,0,0,77,35.0,2.0,0.0,0.31,4.83,4.8,4.74,4.89,4.89,4.77,4.71,1.0,0.0,1.0,0.0
10649605.0,10649605.0,54992506,39.5,-0.32008,4.0,1.0,3.0,4.0,219.0,4.0,10.0,4.0,7.0,30,1125,4.5,664.6,14,43,52,52,21.0,6.0,2.0,0.23,4.76,4.86,4.86,4.71,4.76,4.81,4.57,3.0,3.0,0.0,0.0
10662567.0,10662567.0,3423868,39.46552,-0.38586,4.0,1.0,2.0,3.0,74.0,4.0,90.0,4.0,4.0,90,90,4.0,90.0,1,1,3,124,23.3,24.0,2.0,2.26,4.75,4.84,4.55,4.91,4.94,4.77,4.73,1.0,1.0,0.0,0.0
10665726.0,10665726.0,12727760,39.48467,-0.37211,5.0,1.0,2.0,4.0,137.0,2.0,242.2,2.0,3.0,183,183,2.3,183.0,9,18,31,31,44.0,7.0,0.0,0.54,4.48,4.61,4.11,4.61,4.8,4.73,4.43,1.0,1.0,0.0,0.0
10697883.0,10697883.0,158320202,39.47937,-0.37881,6.0,1.0,3.0,3.0,116.0,2.0,35.0,2.0,3.0,35,35,2.3,35.0,10,29,59,126,23.3,37.0,1.0,3.62,4.67,4.72,4.75,4.8,4.84,4.87,4.64,2.0,2.0,0.0,0.0
10700917.0,10700917.0,23819032,39.4777538,-0.3766219,4.0,1.0,1.0,2.0,99.0,3.0,242.2,2.0,3.0,1125,1125,3.0,1125.0,11,27,52,327,23.3,10.1,1.0,3.39,4.87,4.92,4.89,4.92,4.96,4.97,4.85,3.0,3.0,0.0,0.0
10706715.0,10706715.0,23819032,39.4777538,-0.3766219,4.0,1.0,1.0,4.0,107.0,3.0,242.2,1.0,3.0,1125,1125,3.0,1125.0,19,40,70,345,23.3,45.0,1.0,1.7,4.88,4.91,4.87,4.89,4.94,4.97,4.83,3.0,3.0,0.0,0.0
10760711.0,10760711.0,43105779,39.45761,-0.358,2.0,1.0,1.0,1.0,104.0,4.0,90.0,2.0,6.0,90,90,4.0,90.0,2,10,20,142,23.3,27.0,1.0,2.01,4.9,4.92,4.9,4.88,4.9,4.89,4.8,1.0,1.0,0.0,0.0
10845637.0,10845637.0,56172916,39.47133,-0.35016,4.0,1.0,3.0,3.0,177.0,7.0,10.0,7.0,7.0,10,10,7.0,10.0,13,23,29,30,70.0,5.0,0.0,0.63,4.36,4.47,4.31,4.38,4.18,4.43,4.5,2.0,2.0,0.0,0.0
10989371.0,10989371.0,8908070,39.47616,-0.3767,2.0,1.0,1.0,1.0,41.0,3.2,242.2,1.9,15.0,1125,1125,15.0,1125.0,0,17,25,178,23.3,11.0,0.0,1.73,4.88,4.89,4.87,4.94,4.97,4.98,4.85,3.0,0.0,0.3,0.0
11006551.0,11006551.0,36179125,39.49136,-0.35907,2.0,1.0,1.0,2.0,49.0,2.0,242.2,2.0,2.0,1125,1125,2.0,1125.0,11,41,71,221,73.0,11.0,2.0,0.65,4.85,4.88,4.88,4.9,4.86,4.65,4.74,2.0,0.0,2.0,0.0
11018408.0,11018408.0,8908070,39.47677,-0.37603,1.0,1.0,1.0,1.0,34.0,3.2,242.2,1.9,15.0,1125,1125,15.0,1125.0,7,27,57,167,120.0,7.0,1.0,1.06,4.88,4.92,4.9,4.94,4.96,4.99,4.83,3.0,0.0,0.3,0.0
11058162.0,11058162.0,57393345,39.47208,-0.33367,6.0,1.0,3.0,3.0,115.0,3.0,242.2,3.0,3.0,1125,1125,3.0,1125.0,0,3,8,239,23.3,27.0,3.0,1.78,4.72,4.78,4.63,4.81,4.8,4.7,4.69,1.0,1.0,0.0,0.0
11076490.0,11076490.0,14144350,39.47553,-0.38413,4.0,1.0,2.0,3.0,90.0,3.2,90.0,6.0,4.7,90,90,4.0,90.0,5,6,8,177,56.0,7.0,0.0,0.5,4.48,4.66,4.71,4.79,4.68,4.88,4.54,2.0,2.0,0.0,0.0
11098188.0,11098188.0,9678915,39.46415,-0.32996,5.0,1.0,2.0,3.0,86.0,11.0,90.0,1.9,11.0,90,90,11.0,90.0,4,9,12,194,23.3,30.0,1.0,4.0,4.91,4.94,4.94,4.92,4.96,4.8,4.89,3.0,3.0,0.0,0.0
11158567.0,11158567.0,42085875,39.47597,-0.37758,4.0,1.0,2.0,3.0,223.0,3.0,350.0,2.0,3.0,999,999,3.0,999.0,6,20,39,156,23.3,37.0,0.0,2.0,4.76,4.78,4.83,4.92,4.91,4.96,4.73,3.0,3.0,0.0,0.0
11158998.0,11158998.0,58031627,39.46115,-0.36062,4.0,1.0,2.0,4.0,104.0,5.0,10.0,1.0,4.0,1125,1125,3.9,1125.0,4,4,18,150,23.3,48.0,4.0,2.81,4.78,4.9,4.75,4.93,4.96,4.83,4.75,1.0,1.0,0.0,0.0
11203413.0,11203413.0,50349502,39.46985,-0.36812,2.0,1.0,1.0,1.0,60.0,2.0,15.0,2.0,2.0,1125,1125,2.0,1125.0,26,56,86,264,23.3,20.0,2.0,2.85,4.66,4.74,4.42,4.92,4.73,4.95,4.65,1.0,0.0,1.0,0.0
11239870.0,11239870.0,37406182,39.48483,-0.37801,2.0,1.0,1.0,1.0,40.0,2.0,12.0,2.0,2.0,12,12,2.0,12.0,14,14,14,184,48.0,1.0,0.0,0.43,4.71,4.88,4.71,4.88,4.88,4.88,4.73,6.0,5.0,1.0,0.0
11258070.0,11258070.0,46653491,39.46235,-0.34566,5.0,1.0,3.0,3.0,133.0,2.0,242.2,2.0,5.0,1125,1125,2.8,1125.0,14,19,49,132,23.3,27.0,3.0,2.6,4.72,4.85,4.88,4.94,4.96,4.55,4.64,3.0,3.0,0.0,0.0
11277108.0,11277108.0,9678915,39.47007,-0.32813,4.0,1.0,2.0,3.0,95.0,11.0,30.0,1.9,11.0,30,30,11.0,30.0,7,13,19,38,23.3,36.0,1.0,4.08,4.9,4.94,4.95,4.98,4.98,4.78,4.9,3.0,3.0,0.0,0.0
11279479.0,11279479.0,36027066,39.46794,-0.35681,3.0,1.0,1.0,1.0,95.0,2.0,10.0,2.0,2.0,1125,1125,2.0,1125.0,8,11,41,113,23.3,46.0,4.0,4.35,4.73,4.81,4.86,4.87,4.89,4.64,4.64,2.0,2.0,0.0,0.0
11317008.0,11317008.0,5305009,39.4714,-0.37905,6.0,1.0,2.0,4.0,141.0,4.0,120.0,4.0,5.0,1125,1125,4.3,1125.0,12,26,42,275,77.0,7.0,0.0,0.68,4.84,4.96,4.82,4.95,4.96,4.95,4.82,3.0,3.0,0.0,0.0
11336981.0,11336981.0,43996643,39.47621,-0.37541,2.0,1.0,1.0,2.0,160.0,6.0,90.0,3.0,10.0,1125,1125,6.1,1125.0,11,32,43,253,23.3,14.0,1.0,2.03,4.97,4.97,4.97,4.96,4.98,5.0,4.93,2.0,2.0,0.0,0.0
11356250.0,11356250.0,8770937,39.47012,-0.37924,3.0,1.0,1.0,2.0,169.0,1.0,365.0,3.0,5.0,10,10,4.8,10.0,11,30,53,307,23.3,31.0,1.0,2.37,4.82,4.86,4.78,4.93,4.96,4.97,4.72,1.0,1.0,0.0,0.0
11376202.0,11376202.0,51231555,39.45572,-0.35817,7.0,1.0,3.0,2.0,104.0,3.0,242.2,2.0,3.0,1125,1125,2.7,1125.0,3,4,7,42,23.3,10.1,3.0,3.42,4.92,4.92,4.92,4.96,4.93,4.89,4.87,1.0,1.0,0.0,0.0
11404298.0,11404298.0,36179125,39.49272,-0.35664,2.0,1.0,1.0,1.0,49.0,2.0,242.2,2.0,2.0,1125,1125,2.0,1125.0,11,41,68,207,61.0,6.0,0.0,0.54,4.9,4.92,4.95,4.93,4.9,4.72,4.83,2.0,0.0,2.0,0.0
11415935.0,11415935.0,711966,39.45926,-0.38411,4.0,1.0,2.0,2.0,104.0,3.2,242.2,1.9,20.0,1125,1125,4.0,1125.0,0,0,11,12,17.0,0.0,0.0,0.15,4.88,4.94,4.94,4.94,5.0,4.71,4.94,1.0,1.0,0.0,0.0
11416659.0,11416659.0,59863080,39.4610162,-0.39253432,4.0,1.0,2.0,2.0,108.0,2.0,5.0,2.0,2.0,5,5,2.0,5.0,12,23,49,49,23.3,35.0,3.0,1.21,4.58,4.67,4.53,4.87,4.9,4.53,4.45,1.0,1.0,0.0,0.0
11438571.0,11438571.0,15677841,39.47583,-0.38386,4.0,1.0,2.0,3.0,132.0,2.0,242.2,2.0,3.0,1125,1125,2.0,1125.0,2,4,14,131,23.3,10.1,5.0,4.73,4.8,4.91,4.87,4.89,4.95,4.89,4.8,4.0,4.0,0.0,0.0
11538808.0,11538808.0,53819757,39.47499,-0.32462,7.0,1.0,1.4,5.0,101.4,2.0,242.2,2.0,2.0,1125,1125,2.0,1125.0,11,16,36,294,23.3,24.0,2.0,1.58,4.67,4.8,4.78,4.89,4.91,4.66,4.61,1.0,1.0,0.0,0.0
11540956.0,11540956.0,6834779,39.47495,-0.37516,2.0,1.0,2.0,2.0,104.0,3.0,242.2,3.0,3.0,1125,1125,3.0,1125.0,4,11,29,280,23.3,0.0,0.0,1.57,4.55,4.58,4.6,4.76,4.64,4.95,4.64,1.0,0.0,1.0,0.0
11548287.0,11548287.0,45434245,39.46245,-0.36629,2.0,1.0,1.0,1.0,93.0,3.0,60.0,1.0,5.0,1125,1125,3.1,1125.0,1,8,11,113,23.3,30.0,5.0,1.77,4.69,4.81,4.14,4.87,4.96,4.92,4.7,2.0,2.0,0.0,0.0
11560704.0,11560704.0,40365679,39.47049,-0.37306,6.0,1.0,3.0,3.0,96.0,1.0,242.2,1.0,1.0,1125,1125,1.0,1125.0,13,24,44,297,23.3,36.0,1.0,3.43,4.65,4.72,4.5,4.86,4.89,4.97,4.73,5.0,3.0,2.0,0.0
11569043.0,11569043.0,5541576,39.46795,-0.36391,4.0,1.0,2.0,2.0,156.0,5.0,730.0,3.0,5.0,1125,1125,5.0,1125.0,14,44,63,231,23.3,16.0,3.0,1.77,4.86,4.92,4.88,4.93,4.93,4.9,4.76,1.0,1.0,0.0,0.0
11579006.0,11579006.0,8908070,39.475,-0.37779,2.0,1.0,1.0,1.0,47.0,3.2,242.2,1.9,15.0,1125,1125,14.9,1125.0,13,35,47,145,62.0,9.0,0.0,0.65,4.87,4.87,4.81,4.92,4.95,4.98,4.84,3.0,0.0,0.3,0.0
11627946.0,11627946.0,50461050,39.45652,-0.37023,6.0,1.0,3.0,4.0,92.0,2.0,242.2,2.0,2.0,1125,1125,2.0,1125.0,3,4,23,269,23.3,43.0,4.0,2.15,4.75,4.87,4.73,4.87,4.91,4.52,4.74,1.0,1.0,0.0,0.0
11649951.0,11649951.0,61791729,39.4886,-0.38661,1.0,1.0,1.0,1.0,11.0,3.2,300.0,1.9,4.7,300,300,4.0,300.0,0,0,17,292,2.0,1.0,0.0,0.07,3.5,4.5,4.7,5.0,5.0,4.0,3.5,2.0,1.0,1.0,0.0
11661418.0,11661418.0,61897884,39.45866,-0.38729,6.0,1.0,3.0,3.0,138.0,2.0,30.0,2.0,3.0,1125,1125,2.1,1125.0,8,22,23,23,23.3,2.0,0.0,1.53,4.72,4.78,4.88,4.91,4.89,4.48,4.73,2.0,2.0,0.0,0.0
11672473.0,11672473.0,39491825,39.47379,-0.38575,2.0,1.0,1.0,1.0,109.0,1.0,365.0,2.0,5.0,10,10,4.7,10.0,13,30,35,263,23.3,39.0,4.0,2.75,4.85,4.91,4.88,4.94,4.98,4.86,4.77,2.0,2.0,0.0,0.0
11678559.0,11678559.0,62027051,39.47804,-0.3772,3.3,1.0,1.4,5.0,159.0,1.0,10.0,1.0,5.0,1125,1125,1.9,1125.0,3,6,10,193,23.3,26.0,4.0,3.43,4.89,4.93,4.86,4.97,4.95,4.97,4.85,1.0,1.0,0.0,0.0
11695894.0,11695894.0,53529079,39.45923,-0.36796,4.0,1.0,2.0,2.0,104.0,2.0,10.0,2.0,2.0,1125,1125,2.0,1125.0,1,2,3,3,23.3,10.1,4.0,2.52,4.74,4.84,4.71,4.94,4.95,4.75,4.7,1.0,1.0,0.0,0.0
11712841.0,11712841.0,123160301,39.46068,-0.33826,5.0,1.0,3.0,2.0,104.0,1.0,242.2,1.0,11.0,1125,1125,3.8,1125.0,4,10,14,27,74.0,2.0,0.0,0.66,4.57,4.7,4.77,4.6,4.7,4.52,4.47,4.7,2.9,0.0,0.0
11715525.0,11715525.0,59460881,39.45925,-0.37057,4.0,1.0,2.0,3.0,100.0,11.0,31.0,1.9,11.0,31,31,11.0,31.0,11,12,38,51,23.3,30.0,2.0,1.93,4.51,4.68,4.58,4.86,4.84,4.55,4.55,1.0,1.0,0.0,0.0
11718510.0,11718510.0,3982112,39.45951,-0.33819,4.0,1.0,2.0,4.0,96.0,8.0,60.0,2.0,5.0,60,60,4.9,60.0,4,8,27,61,23.3,10.0,0.0,1.73,4.79,4.88,4.82,4.87,4.96,4.62,4.82,3.0,3.0,0.0,0.0
11729352.0,11729352.0,62378135,39.46459,-0.33525,4.0,1.0,2.0,3.0,196.0,4.0,30.0,4.0,4.0,30,30,4.0,30.0,28,58,88,89,22.0,0.0,0.0,0.2,4.05,4.32,4.41,4.64,4.68,4.55,4.18,1.0,1.0,0.0,0.0
11730292.0,11730292.0,62390588,39.46338,-0.37422,4.0,1.0,2.0,2.0,97.0,6.0,120.0,5.0,14.0,120,120,6.8,120.0,5,13,24,84,23.3,35.0,1.0,3.96,4.91,4.93,4.93,4.93,4.93,4.97,4.89,1.0,1.0,0.0,0.0
11743749.0,11743749.0,50015130,39.47871,-0.32556,6.0,1.0,2.0,2.0,104.0,2.0,242.2,2.0,5.0,1125,1125,2.3,1125.0,0,0,0,0,6.0,0.0,0.0,0.06,3.67,3.67,3.33,3.83,3.83,4.17,3.33,7.0,7.0,0.0,0.0
11749982.0,11749982.0,62520200,39.46463,-0.33848,3.0,1.0,1.0,1.0,114.0,4.0,10.0,4.0,4.0,10,10,4.0,10.0,8,26,50,147,110.0,3.0,0.0,0.98,4.73,4.85,4.77,4.94,4.92,4.58,4.67,2.0,2.0,0.0,0.0
11782339.0,11782339.0,62402876,39.45414,-0.37207,2.0,1.0,1.0,2.0,39.0,3.0,15.0,3.0,3.0,15,15,3.0,15.0,0,0,17,18,94.0,0.0,0.0,0.83,4.54,4.65,4.64,4.83,4.85,4.62,4.64,3.0,1.0,2.0,0.0
11789039.0,11789039.0,6167570,39.4833,-0.32678,6.0,1.0,3.0,3.0,185.0,1.0,242.2,1.0,2.0,1125,1125,1.1,1125.0,1,15,23,277,118.0,15.0,2.0,1.06,4.69,4.8,4.82,4.81,4.86,4.56,4.67,2.0,1.0,1.0,0.0
11822617.0,11822617.0,62974238,39.46484,-0.32599,4.0,1.0,3.0,4.0,109.0,3.0,10.0,2.0,3.0,1125,1125,3.0,1125.0,1,4,10,155,23.3,31.0,2.0,2.59,4.73,4.78,4.6,4.93,4.93,4.84,4.71,2.0,2.0,0.0,0.0
11842432.0,11842432.0,63101497,39.4634,-0.37261,2.0,1.0,1.0,2.0,66.0,1.0,242.2,1.0,2.0,1125,1125,1.4,1125.0,0,0,0,0,23.3,15.0,0.0,1.29,4.63,4.76,4.44,4.9,4.9,4.94,4.63,1.0,1.0,0.0,0.0
11864648.0,11864648.0,30666009,39.47885,-0.40161,4.0,1.0,2.0,2.0,115.0,2.0,242.2,1.0,3.0,1000,1000,2.0,1000.0,3,8,14,251,23.3,10.1,3.0,2.81,4.95,4.98,4.95,4.89,4.97,4.79,4.92,1.0,1.0,0.0,0.0
11878613.0,11878613.0,17825634,39.46566,-0.37868,4.0,1.0,2.0,3.0,180.0,1.0,242.2,2.0,3.0,999,999,2.0,999.0,12,40,53,53,23.3,28.0,4.0,3.67,4.84,4.9,4.82,4.94,4.93,4.79,4.81,8.0,8.0,0.0,0.0
11880546.0,11880546.0,17825634,39.46565,-0.38075,4.0,1.0,2.0,3.0,159.0,1.0,242.2,2.0,3.0,999,999,2.0,999.0,12,42,55,55,23.3,10.1,4.0,3.84,4.86,4.91,4.85,4.93,4.94,4.72,4.78,8.0,8.0,0.0,0.0
11989301.0,11989301.0,34840363,39.47303,-0.37589,2.0,1.0,1.0,1.0,133.0,3.0,90.0,3.0,7.0,1125,1125,4.8,1125.0,14,38,56,264,23.3,36.0,4.0,3.12,4.96,4.96,4.94,4.98,4.98,4.97,4.94,2.0,2.0,0.0,0.0
12025840.0,12025840.0,62254492,39.47098,-0.40064,2.0,1.0,1.0,2.0,30.0,5.0,180.0,5.0,5.0,1125,1125,5.0,1125.0,20,50,71,319,23.3,29.0,2.0,1.5,4.43,4.51,4.42,4.74,4.72,4.33,4.45,1.0,0.0,1.0,0.0
12064403.0,12064403.0,28171930,39.47254,-0.37839,3.0,1.0,1.0,2.0,114.0,2.0,242.2,2.0,6.0,1125,1125,3.6,1125.0,5,20,47,47,23.3,40.0,4.0,3.47,4.82,4.89,4.91,4.95,4.97,4.92,4.78,2.0,2.0,0.0,0.0
12125957.0,12125957.0,10497599,39.46647,-0.37965,2.0,1.0,1.0,1.0,97.0,3.0,20.0,2.0,3.0,20,20,3.0,20.0,9,20,30,36,23.3,48.0,2.0,3.18,4.84,4.86,4.86,4.9,4.94,4.73,4.75,3.0,3.0,0.0,0.0
12205881.0,12205881.0,26909405,39.45535,-0.39751,4.0,1.0,1.0,2.0,60.0,3.2,200.0,1.9,4.7,200,200,4.0,200.0,29,59,89,364,2.0,0.0,0.0,0.02,5.0,5.0,4.0,5.0,5.0,4.7,4.0,1.0,0.0,1.0,0.0
12259478.0,12259478.0,66014145,39.5,-0.41445,3.0,1.0,1.0,2.0,49.0,1.0,242.2,1.0,1.0,1125,1125,1.0,1125.0,11,22,46,321,98.0,22.0,5.0,0.97,4.99,4.95,4.99,4.96,4.99,4.8,4.98,1.0,0.0,1.0,0.0
12302531.0,12302531.0,66191478,39.4786,-0.38183,4.0,1.0,2.0,3.0,102.0,6.0,242.2,2.0,6.0,1125,1125,5.5,1125.0,14,25,43,56,107.0,9.0,1.0,0.96,4.73,4.84,4.77,4.93,4.95,4.83,4.75,1.0,1.0,0.0,0.0
12313372.0,12313372.0,12330024,39.4754,-0.32921,2.0,1.0,1.0,1.0,119.0,11.0,730.0,1.9,11.0,730,730,11.0,730.0,5,9,35,309,48.0,2.0,0.0,0.44,4.98,4.98,4.89,5.0,5.0,4.92,4.92,1.0,1.0,0.0,0.0
